id,name,awards,rating,division,province,city,rank
"2496","['福鼎市第四中学', '福鼎四中', '福鼎第四中学', '福建省福鼎市第四中学']","{'NOIP提高': {'2018': [0, 2, 0]}, 'CSP提高': {'2019': [0, 2, 0], '2020': [2, 0, 1]}, 'CSP入门': {'2019': [1, 10, 0], '2020': [5, 0, 1]}}","1813","D","福建","宁德市","602"
"587","['肥城市第一高级中学']","{'NOIP提高': {'2016': [0, 3, 7], '2017': [1, 3, 12], '2018': [2, 9, 1]}, 'CSP提高': {'2019': [2, 3, 4], '2020': [0, 2, 3]}, 'NOIP': {'2020': [0, 2, 0]}}","1809","D","山东","泰安市","603"
"602","['山东省青岛第七中学']","{'NOIP普及': {'2013': [2, 0, 0], '2014': [0, 1, 0], '2016': [1, 0, 0], '2017': [3, 1, 2], '2018': [2, 0, 0]}, 'CSP提高': {'2019': [1, 0, 0], '2020': [1, 0, 0]}, 'CSP入门': {'2019': [2, 1, 0], '2020': [1, 1, 0]}, 'WC': {'2021': [0, 0, 1]}}","1790","D","山东","青岛市","604"
"4603","['淮南计算机学会']","{'CSP提高': {'2020': [2, 2, 5]}, 'CSP入门': {'2020': [3, 25, 8]}}","1785","D","安徽","淮南市","605"
"324","['新疆维吾尔自治区巴音郭楞蒙古自治州第二中学']","{'NOIP提高': {'2017': [1, 0, 1]}, 'WC': {'2018': [0, 0, 1]}, 'NOI': {'2018': [0, 0, 1]}}","1781","D","新疆","巴音郭楞蒙古自治州","606"
"633","['南京市金陵汇文学校', '南京金陵汇文学校']","{'NOIP普及': {'2013': [1, 3, 0], '2014': [1, 4, 0], '2015': [1, 1, 0], '2017': [0, 1, 2], '2018': [1, 2, 0]}, 'CSP提高': {'2019': [0, 1, 0], '2020': [0, 2, 0]}, 'CSP入门': {'2019': [0, 5, 0], '2020': [4, 3, 0]}}","1777","D","江苏","南京市","607"
"785","['乌鲁木齐市第十三中学', '乌鲁木齐市幸福中学', '新疆维吾尔自治区乌鲁木齐市第十三中学', '新疆乌鲁木齐市第十三中学', '新疆乌鲁木齐第十三中学', '乌鲁木齐幸福中学', '新疆维吾尔族自治区乌鲁木齐市幸福中学', '新疆维吾尔自治区乌鲁木齐市幸福中学', '乌鲁木齐十三中']","{'NOIP普及': {'2013': [2, 0, 0], '2014': [2, 3, 0], '2015': [3, 3, 0], '2016': [3, 15, 0], '2017': [3, 10, 8], '2018': [7, 13, 2]}, 'NOIP提高': {'2017': [0, 1, 1], '2018': [0, 1, 1]}, 'CSP提高': {'2019': [1, 1, 0]}, 'CSP入门': {'2019': [5, 9, 0]}}","1773","D","新疆","乌鲁木齐市","608"
"2325","['邹平市梁邹实验初级中学', '邹平市黄山实验初中', '山东省邹平市梁邹实验初级中学', '山东省邹平市黄山实验初中', '邹平市黄山实验初级中学', '山东邹平市黄山实验初中', '邹平县黄山实验初级中学']","{'NOIP普及': {'2018': [2, 3, 1]}, 'CSP提高': {'2019': [1, 2, 0]}, 'CSP入门': {'2019': [2, 12, 0], '2020': [5, 6, 2]}}","1770","D","山东","滨州市","609"
"347","['西安思源中学']","{'NOIP提高': {'2017': [1, 0, 0], '2018': [1, 0, 0]}, 'CTSC': {'2018': [0, 0, 1]}, 'APIO': {'2018': [0, 1, 0]}, 'NOI': {'2018': [0, 1, 0]}}","1766","D","陕西","西安市","610"
"3042","['浙江省嵊州中学']","{'CSP提高': {'2019': [2, 0, 0], '2020': [0, 6, 0]}}","1762","D","浙江","绍兴市","611"
"1798","['兖州一中附属学校', '山东省济宁市兖州区第一中学']","{'NOIP提高': {'2016': [0, 1, 1]}, 'CSP提高': {'2019': [1, 0, 0]}, 'WC': {'2020': [0, 0, 1]}, 'APIO': {'2020': [0, 0, 1]}}","1762","D","山东","济宁市","612"
"2775","['华中师大一附中光谷分校', '华中师范大学第一附属中学光谷分校', '华师一附中光谷分校']","{'NOIP普及': {'2018': [0, 5, 0]}, 'CSP提高': {'2019': [1, 1, 1], '2020': [0, 0, 1]}, 'CSP入门': {'2019': [5, 19, 0], '2020': [8, 4, 3]}}","1759","D","湖北","武汉市","613"
"2732","['北京市建华实验学校', '建华实验学校', '北京建华实验学校']","{'NOIP普及': {'2018': [0, 2, 1]}, 'CSP提高': {'2019': [0, 1, 0], '2020': [0, 3, 3]}, 'CSP入门': {'2019': [1, 5, 0], '2020': [3, 12, 2]}, 'NOIP': {'2020': [0, 1, 0]}}","1759","D","北京","海淀区","614"
"572","['温州育英国际实验学校']","{'NOIP提高': {'2014': [0, 1, 0], '2015': [0, 1, 0], '2016': [0, 3, 0], '2018': [1, 0, 0]}, 'NOIP普及': {'2016': [0, 0, 3], '2017': [0, 2, 1], '2018': [0, 2, 1]}, 'CSP入门': {'2019': [1, 2, 0]}, 'CSP提高': {'2020': [1, 0, 0]}, 'NOIP': {'2020': [0, 1, 0]}}","1758","D","浙江","温州市","615"
"1309","['成都七中万达学校', '成都市七中万达学校', '七中万达学校']","{'NOIP提高': {'2017': [0, 2, 0], '2018': [2, 6, 2]}, 'NOIP普及': {'2017': [0, 1, 0], '2018': [0, 2, 0]}, 'CSP提高': {'2019': [1, 4, 0], '2020': [0, 2, 0]}, 'CSP入门': {'2019': [2, 0, 0], '2020': [1, 2, 0]}, 'NOIP': {'2020': [0, 1, 1]}}","1757","D","四川","成都市","616"
"3105","['衡水中学实验学校']","{'CSP提高': {'2019': [0, 1, 1], '2020': [2, 2, 5]}, 'CSP入门': {'2019': [7, 14, 0], '2020': [1, 0, 0]}, 'NOIP': {'2020': [0, 0, 1]}}","1756","D","河北","衡水市","617"
"337","['临高中学', '临高县临高中学', '临高中', '海南临高县临高中学', '海南省临高中学']","{'NOI': {'2009': [0, 0, 1], '2011': [0, 0, 2], '2012': [0, 0, 1], '2018': [0, 0, 1]}, 'APIO': {'2010': [0, 1, 0], '2011': [0, 0, 1], '2012': [0, 0, 1]}, 'NOIP提高': {'2010': [3, 0, 0], '2011': [4, 0, 0], '2012': [3, 0, 0], '2013': [1, 1, 0], '2014': [2, 2, 0], '2015': [0, 2, 0], '2016': [0, 2, 0], '2017': [1, 0, 0], '2018': [2, 1, 0]}, 'NOIP普及': {'2013': [3, 1, 0], '2014': [0, 2, 0], '2016': [1, 2, 0], '2017': [3, 2, 0], '2018': [3, 0, 0]}, 'CSP提高': {'2019': [1, 0, 0]}}","1741","D","海南","临高县","618"
"389","['海口中学', '海南师范大学附属中学', '湖南师范大学附属中学海口中学']","{'NOIP提高': {'2011': [1, 0, 0], '2013': [1, 5, 0], '2014': [0, 3, 0], '2015': [1, 3, 0], '2016': [0, 10, 0], '2017': [2, 1, 0], '2018': [1, 0, 0]}, 'NOIP普及': {'2016': [1, 1, 0], '2017': [1, 2, 0], '2018': [1, 1, 0]}, 'WC': {'2017': [0, 0, 1]}, 'CSP提高': {'2019': [2, 1, 0], '2020': [1, 3, 0]}, 'CSP入门': {'2019': [0, 1, 0], '2020': [1, 2, 0]}, 'NOIP': {'2020': [0, 3, 0]}}","1740","D","海南","海口市","619"
"549","['安徽省无为中学', '芜湖市无为中学']","{'NOIP提高': {'2012': [3, 0, 0], '2014': [0, 1, 0], '2016': [1, 4, 5], '2017': [3, 4, 3], '2018': [1, 3, 3]}, 'CSP提高': {'2019': [1, 0, 2], '2020': [0, 3, 1]}, 'NOIP': {'2020': [1, 0, 2]}}","1735","D","安徽","芜湖市","620"
"1059","['山西省实验中学']","{'NOIP提高': {'2012': [1, 0, 0], '2013': [1, 1, 0], '2014': [1, 2, 0], '2015': [0, 1, 0], '2016': [0, 1, 0], '2017': [0, 0, 1], '2018': [0, 2, 2]}, 'APIO': {'2014': [0, 0, 1]}, 'CSP提高': {'2019': [1, 1, 2], '2020': [3, 1, 0]}, 'CSP入门': {'2020': [0, 2, 0]}, 'NOIP': {'2020': [2, 1, 0]}}","1727","D","山西","运城市","621"
"1438","['成都金苹果锦城第一中学', '金苹果锦城第一中学']","{'NOIP普及': {'2017': [0, 2, 0], '2018': [2, 2, 1]}, 'CSP提高': {'2019': [1, 0, 2], '2020': [0, 1, 1]}, 'CSP入门': {'2019': [4, 10, 0], '2020': [0, 4, 1]}, 'NOIP': {'2020': [0, 0, 1]}}","1724","D","四川","成都市","622"
"50","['重庆常春藤巴蜀中学校']","{'APIO': {'2020': [0, 2, 2]}}","1720","D","重庆","渝中区","623"
"353","['深圳外国语学校']","{'NOIP提高': {'2010': [1, 0, 0], '2012': [1, 0, 0], '2016': [1, 0, 0], '2018': [0, 2, 1]}, 'CTSC': {'2011': [0, 0, 1], '2017': [0, 1, 0]}, 'APIO': {'2011': [0, 0, 1]}, 'NOI': {'2014': [0, 0, 2]}, 'NOID类': {'2017': [0, 0, 1]}, 'NOIP普及': {'2017': [0, 0, 1], '2018': [0, 1, 0]}, 'CSP提高': {'2020': [0, 2, 0]}, 'CSP入门': {'2020': [0, 2, 1]}, 'NOIP': {'2020': [0, 0, 1]}}","1717","D","广东","深圳市","624"
"2472","['北京师范大学台州附属高级中学']","{'NOIP提高': {'2018': [0, 3, 0]}, 'CSP提高': {'2019': [0, 5, 1], '2020': [0, 2, 1]}, 'CSP入门': {'2020': [1, 0, 0]}, 'NOIP': {'2020': [0, 1, 0]}}","1715","D","浙江","台州市","625"
"4609","['佛山华英中学']","{'CSP提高': {'2020': [1, 2, 1]}, 'CSP入门': {'2020': [5, 6, 2]}}","1702","D","广东","佛山市","626"
"418","['烟台经济技术开发区高级中学', '烟台经济技术开发区实验中学', '烟台开发区高级中学', '山东省烟台开发区高级中学', '开发区高级中学', '烟台市开发区高级中学']","{'APIO': {'2010': [0, 0, 1], '2011': [0, 0, 1]}, 'NOI': {'2010': [0, 3, 0], '2011': [0, 0, 1]}, 'NOIP提高': {'2010': [3, 0, 0], '2011': [2, 0, 0], '2012': [1, 0, 0], '2013': [0, 1, 0], '2014': [1, 1, 0], '2015': [0, 1, 0], '2016': [0, 1, 2], '2017': [0, 1, 2], '2018': [0, 1, 2]}, 'NOIP普及': {'2015': [0, 1, 0], '2017': [1, 0, 0], '2018': [1, 1, 1]}, 'CSP提高': {'2019': [2, 1, 2], '2020': [0, 1, 1]}, 'CSP入门': {'2019': [0, 2, 0], '2020': [0, 1, 1]}, 'NOIP': {'2020': [0, 1, 0]}}","1698","D","山东","烟台市","627"
"1780","['绵阳南山中学双语学校', '四川省绵阳南山中学双语学校']","{'NOIP普及': {'2014': [0, 3, 0], '2015': [0, 2, 0], '2018': [1, 6, 1]}, 'NOIP提高': {'2018': [0, 1, 0]}, 'CSP提高': {'2019': [0, 1, 1], '2020': [0, 1, 0]}, 'CSP入门': {'2019': [5, 5, 0], '2020': [1, 5, 2]}}","1691","D","四川","绵阳市","628"
"1354","['丽水市实验学校']","{'NOIP普及': {'2017': [0, 0, 1]}, 'CSP提高': {'2019': [0, 1, 0], '2020': [1, 1, 0]}, 'CSP入门': {'2019': [1, 1, 0], '2020': [1, 3, 0]}}","1687","D","浙江","丽水市","629"
"532","['江苏省大港中学']","{'NOIP提高': {'2012': [5, 0, 0], '2013': [0, 1, 0], '2014': [0, 3, 0], '2015': [0, 4, 0], '2016': [0, 4, 1], '2017': [0, 2, 1], '2018': [0, 4, 0]}, 'CSP提高': {'2019': [0, 1, 3], '2020': [0, 4, 3]}, 'NOIP': {'2020': [1, 0, 1]}}","1675","D","江苏","镇江市","630"
"4592","['乌鲁木齐市第一中学绿谷高中部']","{'CSP提高': {'2020': [7, 4, 0]}}","1665","D","新疆","未分区","631"
"507","['湖南师大附中梅溪湖中学']","{'NOIP提高': {'2014': [0, 1, 0], '2017': [0, 4, 1], '2018': [1, 3, 0]}, 'NOIP普及': {'2015': [1, 6, 0], '2016': [1, 9, 0], '2017': [3, 5, 1], '2018': [1, 5, 1]}, 'CSP提高': {'2019': [0, 1, 0], '2020': [0, 0, 1]}, 'CSP入门': {'2019': [1, 6, 0], '2020': [0, 1, 0]}, 'NOIP': {'2020': [0, 1, 0]}}","1657","D","湖南","长沙市","632"
"1163","['江苏省泰州中学附属初级中学']","{'NOIP普及': {'2016': [1, 0, 0], '2018': [0, 2, 0]}, 'CSP提高': {'2019': [0, 1, 0], '2020': [0, 1, 0]}, 'CSP入门': {'2019': [3, 3, 0], '2020': [2, 4, 0]}}","1652","D","江苏","泰州市","633"
"415","['上海市建平中学西校', '建平中学西校', '上海市浦东新区建平中学西校', '建平西校']","{'NOIP普及': {'2013': [3, 1, 0], '2014': [1, 5, 0], '2015': [2, 8, 0], '2016': [2, 5, 7], '2017': [1, 4, 4], '2018': [0, 2, 0]}, 'NOIP提高': {'2014': [0, 1, 0], '2015': [0, 1, 0], '2017': [0, 0, 1]}, 'CSP提高': {'2019': [0, 0, 2], '2020': [0, 0, 2]}, 'CSP入门': {'2019': [2, 11, 0], '2020': [1, 6, 1]}}","1641","D","上海","浦东新区","634"
"1035","['晋城市第二中学校']","{'NOIP提高': {'2017': [1, 0, 0], '2018': [1, 2, 0]}, 'CTSC': {'2019': [0, 0, 1]}, 'NOI': {'2019': [0, 0, 1]}, 'CSP提高': {'2019': [0, 2, 0]}}","1639","D","山西","晋城市","635"
"2382","['株洲市二中初中部', '株洲市第二中学初中部']","{'NOIP普及': {'2018': [1, 8, 1]}, 'CSP提高': {'2019': [0, 3, 0], '2020': [1, 0, 0]}, 'CSP入门': {'2019': [0, 14, 0], '2020': [3, 9, 6]}}","1638","D","湖南","株洲市","636"
"654","['常州市北郊高级中学']","{'NOIP提高': {'2014': [0, 1, 0], '2015': [0, 1, 0], '2016': [1, 0, 0], '2017': [1, 1, 0], '2018': [2, 1, 1]}, 'CSP提高': {'2019': [1, 2, 0], '2020': [0, 1, 2]}, 'NOIP': {'2020': [0, 2, 1]}}","1637","D","江苏","常州市","637"
"879","['新昌县实验中学', '新昌实验中学']","{'NOIP普及': {'2015': [0, 1, 0], '2016': [1, 0, 0]}, 'CSP入门': {'2019': [0, 3, 0], '2020': [3, 0, 0]}, 'CSP提高': {'2020': [1, 1, 0]}}","1636","D","浙江","绍兴市","638"
"4590","['江苏省海门中学附属初中']","{'CSP提高': {'2020': [1, 1, 0]}, 'CSP入门': {'2020': [4, 3, 0]}}","1634","D","江苏","南通市","639"
"848","['晋江市季延初级中学', '晋江市季延中学', '福建省晋江季延初级中学', '晋江季延中学']","{'NOIP提高': {'2013': [0, 1, 0], '2016': [0, 0, 1]}, 'NOIP普及': {'2016': [0, 1, 0], '2017': [0, 2, 2], '2018': [2, 7, 2]}, 'CSP提高': {'2019': [0, 2, 1], '2020': [0, 0, 2]}, 'CSP入门': {'2019': [3, 15, 0], '2020': [2, 6, 4]}, 'NOIP': {'2020': [0, 0, 1]}}","1630","D","福建","泉州市","640"
"657","['山东省昌乐第一中学', '山东省昌乐一中', '昌乐一中']","{'NOIP提高': {'2013': [0, 1, 0], '2014': [0, 1, 0], '2015': [0, 1, 0], '2016': [0, 1, 0], '2017': [0, 1, 0], '2018': [2, 3, 1]}, 'NOIP普及': {'2014': [0, 1, 0], '2015': [0, 1, 0], '2016': [1, 3, 0], '2017': [3, 0, 1], '2018': [0, 1, 0]}, 'CSP提高': {'2019': [1, 4, 0], '2020': [0, 2, 3]}, 'CSP入门': {'2019': [1, 5, 0]}, 'NOIP': {'2020': [1, 0, 0]}}","1626","D","山东","潍坊市","641"
"414","['临清市第一中学', '山东省临清市第一中学']","{'NOIP提高': {'2011': [1, 0, 0], '2012': [1, 0, 0], '2013': [3, 1, 0], '2014': [1, 4, 0], '2015': [0, 6, 0], '2016': [1, 7, 2], '2017': [2, 4, 3], '2018': [1, 4, 4]}, 'CSP提高': {'2019': [0, 1, 3], '2020': [0, 2, 0]}, 'NOIP': {'2020': [0, 2, 0]}}","1621","D","山东","聊城市","642"
"477","['江苏省华罗庚中学']","{'NOIP提高': {'2011': [2, 0, 0], '2012': [4, 0, 0], '2013': [1, 1, 0], '2014': [0, 2, 0], '2016': [1, 3, 2], '2017': [2, 2, 1], '2018': [0, 3, 0]}, 'CSP提高': {'2019': [0, 2, 1], '2020': [0, 1, 1]}, 'NOIP': {'2020': [1, 0, 0]}}","1620","D","江苏","常州市","643"
"975","['江苏省常熟中学']","{'NOIP提高': {'2013': [0, 1, 0], '2015': [0, 2, 0], '2016': [0, 0, 1], '2017': [0, 1, 0], '2018': [0, 3, 0]}, 'CSP提高': {'2019': [1, 0, 0], '2020': [1, 2, 0]}, 'NOIP': {'2020': [1, 0, 1]}}","1615","D","江苏","苏州市","644"
"790","['南宁市第三中学五象校区', '南宁市第三中学初中部五象校区']","{'NOIP提高': {'2017': [1, 6, 5], '2018': [3, 4, 3]}, 'NOIP普及': {'2018': [0, 1, 0]}, 'CSP提高': {'2019': [5, 4, 0]}, 'CSP入门': {'2019': [1, 2, 0]}}","1614","D","广西","南宁市","645"
"508","['澳门劳校中学', '澳門勞校中學', '澳门劳工子弟学校', '澳門勞工子弟學校']","{'NOIP提高': {'2013': [0, 2, 0], '2014': [0, 2, 0], '2015': [2, 1, 0], '2016': [0, 5, 0], '2017': [1, 5, 0], '2018': [3, 0, 0]}, 'NOIP普及': {'2015': [3, 0, 0], '2016': [1, 3, 0], '2017': [1, 3, 0], '2018': [3, 1, 0]}, 'NOI': {'2017': [0, 0, 1]}, 'CSP提高': {'2019': [1, 0, 0], '2020': [3, 1, 0]}, 'CSP入门': {'2019': [1, 2, 0], '2020': [2, 1, 0]}, 'NOIP': {'2020': [1, 1, 0]}}","1598","E","澳门","未分区","646"
"979","['北京市中关村中学', '中关村中学']","{'NOIP提高': {'2012': [2, 0, 0], '2017': [0, 1, 0]}, 'NOIP普及': {'2017': [1, 0, 0], '2018': [1, 2, 0]}, 'CSP入门': {'2019': [2, 5, 0], '2020': [2, 2, 0]}, 'CSP提高': {'2020': [1, 1, 0]}}","1596","E","北京","海淀区","647"
"1621","['东营行知实验学校']","{'NOIP普及': {'2017': [0, 0, 3], '2018': [3, 4, 0]}, 'CSP提高': {'2019': [0, 1, 0]}, 'CSP入门': {'2019': [5, 10, 0], '2020': [4, 3, 5]}}","1589","E","山东","东营市","648"
"403","['柳州市第八中学', '柳州市八中']","{'NOIP普及': {'2013': [10, 8, 0], '2014': [5, 10, 0], '2015': [10, 11, 0], '2016': [3, 5, 2], '2017': [1, 10, 2], '2018': [7, 7, 3]}, 'NOIP提高': {'2015': [0, 1, 0], '2016': [0, 1, 0], '2018': [0, 2, 0]}, 'CSP提高': {'2019': [0, 3, 0]}, 'CSP入门': {'2019': [4, 13, 0]}}","1579","E","广西","柳州市","649"
"1987","['大连市第四十八中学']","{'NOIP提高': {'2017': [0, 0, 1], '2018': [1, 0, 0]}, 'WC': {'2019': [0, 0, 1]}, 'CSP提高': {'2019': [0, 1, 0]}}","1572","E","辽宁","大连市","650"
"1551","['大连软件园双语学校', '大连市双语中学', '大连市双语学校', '软件园双语学校']","{'NOIP普及': {'2017': [0, 1, 0], '2018': [5, 0, 1]}, 'CSP提高': {'2019': [1, 0, 1], '2020': [1, 1, 0]}, 'CSP入门': {'2019': [2, 3, 0], '2020': [2, 1, 0]}}","1571","E","辽宁","大连市","651"
"4641","['合肥市五十中西校教育集团']","{'CSP提高': {'2020': [0, 2, 1]}, 'CSP入门': {'2020': [5, 18, 3]}}","1560","E","安徽","合肥市","652"
"557","['浙江省杭州学军中学紫金港校区']","{'NOIP提高': {'2017': [2, 0, 0], '2018': [4, 2, 0]}, 'CTSC': {'2018': [0, 0, 1]}}","1555","E","浙江","杭州市","653"
"1127","['上海市奉贤中学']","{'NOIP提高': {'2017': [0, 3, 0], '2018': [1, 6, 1]}, 'CSP提高': {'2019': [0, 1, 0], '2020': [3, 1, 4]}, 'NOIP': {'2020': [1, 3, 0]}}","1554","E","上海","奉贤区","654"
"643","['台州市路桥中学']","{'NOIP提高': {'2012': [1, 0, 0], '2013': [1, 2, 0], '2016': [1, 2, 0], '2018': [0, 3, 0]}, 'CSP提高': {'2019': [0, 4, 1], '2020': [0, 1, 0]}, 'CSP入门': {'2019': [2, 2, 0], '2020': [0, 2, 0]}}","1544","E","浙江","台州市","655"
"1572","['通辽市开鲁一中', '通辽市开鲁县第一中学', '开鲁县第一中学']","{'NOIP提高': {'2017': [0, 1, 0], '2018': [1, 0, 0]}, 'WC': {'2019': [0, 0, 1]}}","1544","E","内蒙古","通辽市","656"
"356","['东莞市可园中学']","{'NOIP普及': {'2013': [1, 2, 0], '2014': [1, 1, 0], '2015': [1, 6, 0], '2016': [3, 5, 0], '2017': [1, 2, 5], '2018': [0, 6, 0]}, 'NOIP提高': {'2018': [0, 1, 0]}, 'CSP入门': {'2019': [1, 4, 0], '2020': [0, 2, 0]}}","1541","E","广东","东莞市","657"
"621","['安徽省铜陵市第十中学', '铜陵市第十中学']","{'NOIP普及': {'2013': [0, 1, 0], '2015': [0, 3, 0], '2016': [1, 2, 0], '2018': [2, 0, 0]}, 'NOIP提高': {'2017': [1, 0, 0], '2018': [1, 0, 0]}, 'CSP提高': {'2019': [1, 0, 0]}, 'CSP入门': {'2019': [1, 3, 0]}, 'APIO': {'2020': [0, 1, 0]}}","1533","E","安徽","铜陵市","658"
"1506","['南昌市第三中学', '南昌三中']","{'NOIP提高': {'2012': [1, 0, 0], '2015': [1, 0, 0], '2016': [0, 1, 0], '2018': [1, 6, 1]}, 'NOIP普及': {'2018': [0, 1, 0]}, 'CSP提高': {'2019': [1, 10, 1]}, 'CSP入门': {'2019': [1, 1, 0]}, 'NOIP': {'2020': [0, 0, 1]}}","1528","E","江西","南昌市","659"
"2649","['上海市民办扬波中学']","{'NOIP普及': {'2018': [0, 1, 0]}, 'CSP入门': {'2019': [3, 3, 0], '2020': [2, 2, 0]}, 'CSP提高': {'2020': [3, 0, 0]}}","1525","E","上海","静安区","660"
"1225","['陕西省西安中学', '西安高级中学']","{'NOIP提高': {'2013': [1, 0, 0], '2014': [1, 1, 0], '2016': [0, 1, 1], '2017': [0, 2, 0], '2018': [0, 2, 2]}, 'CSP提高': {'2019': [4, 4, 0], '2020': [1, 1, 0]}, 'NOIP': {'2020': [1, 0, 2]}}","1525","E","陕西","西安市","661"
"619","['福建泉州外国语学校', '泉州外国语学校', '福建泉州外国语中学']","{'NOIP普及': {'2016': [1, 0, 0], '2017': [0, 6, 4], '2018': [3, 5, 0]}, 'CSP入门': {'2019': [2, 10, 0], '2020': [1, 4, 2]}}","1521","E","福建","泉州市","662"
"2483","['长沙市长郡滨江中学', '滨江中学']","{'NOIP提高': {'2018': [0, 4, 2]}, 'NOIP普及': {'2018': [0, 1, 1]}, 'CSP提高': {'2019': [1, 3, 3], '2020': [0, 2, 1]}, 'CSP入门': {'2019': [0, 4, 0], '2020': [1, 2, 0]}, 'NOIP': {'2020': [0, 1, 2]}}","1515","E","湖南","长沙市","663"
"473","['合肥第四十八中学滨湖校区', '合肥市第四十八中学滨湖校区', '合肥市四十八中滨湖校区', '合肥市第48中学', '合肥市第四十八中滨湖校区', '合肥四十八中滨湖校区']","{'NOIP普及': {'2013': [0, 1, 0], '2015': [2, 5, 0], '2016': [1, 9, 4], '2017': [2, 5, 7], '2018': [3, 6, 0]}, 'CSP入门': {'2019': [2, 10, 0], '2020': [1, 4, 0]}}","1510","E","安徽","合肥市","664"
"383","['无锡市第一中学']","{'NOIP提高': {'2013': [2, 3, 0], '2014': [2, 2, 0], '2015': [1, 5, 0], '2016': [2, 2, 3], '2017': [1, 0, 4], '2018': [1, 2, 1]}, 'NOIP普及': {'2016': [0, 3, 1]}, 'CSP提高': {'2019': [0, 0, 1], '2020': [0, 1, 1]}, 'NOIP': {'2020': [0, 0, 2]}}","1507","E","江苏","无锡市","665"
"372","['濮阳市第一高级中学']","{'NOIP提高': {'2013': [0, 2, 0], '2014': [0, 3, 0], '2015': [0, 4, 0], '2016': [1, 9, 0], '2017': [0, 5, 0], '2018': [0, 2, 2]}, 'WC': {'2016': [0, 0, 1]}, 'CSP提高': {'2020': [1, 0, 0]}, 'NOIP': {'2020': [1, 1, 0]}}","1504","E","河南","濮阳市","666"
"767","['佛山市南海区大沥镇海北初级中学', '佛山市南海区海北中学', '广东省佛山市南海区大沥镇黄岐初级中学']","{'NOIP普及': {'2016': [0, 1, 2], '2017': [0, 3, 1], '2018': [2, 8, 0]}, 'CSP入门': {'2019': [1, 0, 0], '2020': [1, 3, 0]}, 'CSP提高': {'2020': [0, 2, 0]}}","1502","E","广东","佛山市","667"
"521","['九江外国语学校', '九江市外国语学校']","{'NOIP普及': {'2013': [4, 1, 0], '2014': [3, 0, 0], '2015': [2, 0, 0], '2016': [1, 1, 0], '2017': [2, 2, 0], '2018': [1, 0, 1]}, 'NOIP提高': {'2014': [3, 0, 0], '2015': [2, 1, 0], '2016': [1, 0, 0], '2017': [1, 1, 0], '2018': [0, 3, 0]}, 'CSP提高': {'2019': [1, 1, 0], '2020': [0, 1, 1]}, 'CSP入门': {'2019': [3, 3, 0], '2020': [1, 6, 1]}}","1498","E","江西","九江市","668"
"1808","['葫芦岛市第一高级中学']","{'NOIP提高': {'2013': [1, 1, 0], '2018': [0, 1, 0]}, 'CSP提高': {'2019': [0, 2, 9], '2020': [3, 6, 0]}, 'CSP入门': {'2020': [1, 1, 0]}, 'NOIP': {'2020': [0, 5, 0]}, 'WC': {'2021': [0, 0, 1]}}","1494","E","辽宁","葫芦岛市","669"
"2915","['上海市进才中学北校', '进才中学北校']","{'NOIP普及': {'2018': [0, 1, 0]}, 'CSP提高': {'2019': [0, 1, 0], '2020': [1, 1, 2]}, 'CSP入门': {'2019': [1, 6, 0], '2020': [3, 2, 0]}}","1492","E","上海","浦东新区","670"
"4602","['码客行编程']","{'CSP提高': {'2020': [3, 1, 0]}, 'CSP入门': {'2020': [11, 1, 1]}}","1484","E","吉林","未分区","671"
"483","['江苏省淮阴中学教育集团清浦开明中学', '清浦开明中学']","{'NOIP普及': {'2015': [1, 2, 0], '2016': [1, 6, 1], '2017': [2, 0, 5], '2018': [2, 5, 1]}, 'CSP提高': {'2019': [0, 2, 0], '2020': [0, 1, 1]}, 'CSP入门': {'2019': [0, 7, 1], '2020': [0, 4, 0]}}","1478","E","江苏","淮安市","672"
"426","['合肥市五十中学西校', '合肥市第五十中学西校', '合肥五十中学西校']","{'NOIP普及': {'2016': [3, 7, 2], '2017': [4, 12, 5], '2018': [2, 7, 1]}, 'NOIP提高': {'2018': [0, 1, 0]}, 'CSP入门': {'2019': [2, 11, 0], '2020': [0, 1, 0]}}","1472","E","安徽","合肥市","673"
"365","['安庆市第十四中学', '安徽省安庆市第十四中学']","{'NOIP提高': {'2012': [1, 0, 0], '2014': [0, 1, 0], '2015': [1, 2, 0], '2016': [2, 1, 0], '2018': [0, 1, 0]}, 'NOIP普及': {'2013': [1, 2, 0], '2014': [3, 3, 0], '2015': [1, 6, 0], '2016': [1, 6, 3], '2017': [2, 6, 2], '2018': [2, 2, 1]}, 'CSP入门': {'2019': [2, 2, 0], '2020': [0, 1, 0]}}","1471","E","安徽","安庆市","674"
"2297","['弋阳县方志敏中学', '江西省方志敏中学']","{'NOIP普及': {'2018': [5, 8, 1]}, 'CSP提高': {'2019': [3, 0, 0]}, 'CSP入门': {'2019': [4, 4, 0]}}","1468","E","江西","上饶市","675"
"496","['东莞市新世纪英才学校']","{'NOIP提高': {'2013': [0, 2, 0], '2014': [1, 0, 0], '2016': [0, 0, 3], '2017': [0, 1, 2], '2018': [0, 1, 0]}, 'NOIP普及': {'2013': [1, 1, 0], '2015': [1, 0, 0], '2017': [1, 2, 1], '2018': [1, 4, 0]}, 'CSP提高': {'2019': [0, 2, 0], '2020': [0, 0, 1]}, 'CSP入门': {'2019': [1, 3, 0], '2020': [0, 1, 0]}}","1466","E","广东","东莞市","676"
